site_code,status,lat,long,segment_start,segment_end,land_use_class,nlcd_code,nlcd_snapshot_year
AF-12,Sampled to study end,33.6102352,-111.62201023,2016-01-01,2019-01-01,Shrub/scrub,52,2016
AF-12,Sampled to study end,33.6102352,-111.62201023,2019-01-01,2021-01-01,Shrub/scrub,52,2019
AF-12,Sampled to study end,33.6102352,-111.62201023,2021-01-01,2025-04-25,Shrub/scrub,52,2021
F-8,Sampled to study end,33.75598493,-112.74192461,2000-11-16,2001-01-01,Shrub/scrub,52,2001
F-8,Sampled to study end,33.75598493,-112.74192461,2001-01-01,2006-01-01,Shrub/scrub,52,2001
F-8,Sampled to study end,33.75598493,-112.74192461,2006-01-01,2011-01-01,Shrub/scrub,52,2006
F-8,Sampled to study end,33.75598493,-112.74192461,2011-01-01,2016-01-01,Shrub/scrub,52,2011
F-8,Sampled to study end,33.75598493,-112.74192461,2016-01-01,2019-01-01,Shrub/scrub,52,2016
F-8,Sampled to study end,33.75598493,-112.74192461,2019-01-01,2021-01-01,Shrub/scrub,52,2019
F-8,Sampled to study end,33.75598493,-112.74192461,2021-01-01,2025-04-02,Shrub/scrub,52,2021
G-15,Sampled to study end,33.49892344,-112.67365342,2000-11-16,2001-01-01,Shrub/scrub,52,2001
G-15,Sampled to study end,33.49892344,-112.67365342,2001-01-01,2006-01-01,Shrub/scrub,52,2001
G-15,Sampled to study end,33.49892344,-112.67365342,2006-01-01,2011-01-01,Shrub/scrub,52,2006
G-15,Sampled to study end,33.49892344,-112.67365342,2011-01-01,2016-01-01,Shrub/scrub,52,2011
G-15,Sampled to study end,33.49892344,-112.67365342,2016-01-01,2019-01-01,Shrub/scrub,52,2016
G-15,Sampled to study end,33.49892344,-112.67365342,2019-01-01,2021-01-01,Shrub/scrub,52,2019
G-15,Sampled to study end,33.49892344,-112.67365342,2021-01-01,2025-03-31,Shrub/scrub,52,2021
I-11,Sampled to study end,33.65442124,-112.61775501,2000-10-25,2001-01-01,Shrub/scrub,52,2001
I-11,Sampled to study end,33.65442124,-112.61775501,2001-01-01,2006-01-01,Shrub/scrub,52,2001
I-11,Sampled to study end,33.65442124,-112.61775501,2006-01-01,2011-01-01,Shrub/scrub,52,2006
I-11,Sampled to study end,33.65442124,-112.61775501,2011-01-01,2016-01-01,Shrub/scrub,52,2011
I-11,Sampled to study end,33.65442124,-112.61775501,2016-01-01,2019-01-01,Shrub/scrub,52,2016
I-11,Sampled to study end,33.65442124,-112.61775501,2019-01-01,2021-01-01,Shrub/scrub,52,2019
I-11,Sampled to study end,33.65442124,-112.61775501,2021-01-01,2025-03-31,Barren land,31,2021
I-17,Sampled to study end,33.44059202,-112.57693338,2000-11-08,2001-01-01,Shrub/scrub,52,2001
I-17,Sampled to study end,33.44059202,-112.57693338,2001-01-01,2006-01-01,Shrub/scrub,52,2001
I-17,Sampled to study end,33.44059202,-112.57693338,2006-01-01,2011-01-01,Shrub/scrub,52,2006
I-17,Sampled to study end,33.44059202,-112.57693338,2011-01-01,2016-01-01,Shrub/scrub,52,2011
I-17,Sampled to study end,33.44059202,-112.57693338,2016-01-01,2019-01-01,Shrub/scrub,52,2016
I-17,Sampled to study end,33.44059202,-112.57693338,2019-01-01,2021-01-01,Shrub/scrub,52,2019
I-17,Sampled to study end,33.44059202,-112.57693338,2021-01-01,2025-03-31,Shrub/scrub,52,2021
L-7,Retired early,33.78130347,-112.45220396,2000-10-24,2001-01-01,Shrub/scrub,52,2001
L-7,Retired early,33.78130347,-112.45220396,2001-01-01,2006-01-01,Shrub/scrub,52,2001
L-7,Retired early,33.78130347,-112.45220396,2006-01-01,2011-01-01,Shrub/scrub,52,2006
L-7,Retired early,33.78130347,-112.45220396,2011-01-01,2016-01-01,Shrub/scrub,52,2011
L-7,Retired early,33.78130347,-112.45220396,2016-01-01,2016-05-02,Shrub/scrub,52,2016
M-16,Retired early,33.4826731750001,-112.444002161,2000-11-08,2001-01-01,"Developed, low intensity",22,2001
M-16,Retired early,33.4826731750001,-112.444002161,2001-01-01,2006-01-01,"Developed, low intensity",22,2001
M-16,Retired early,33.4826731750001,-112.444002161,2006-01-01,2011-01-01,"Developed, low intensity",22,2006
M-16,Retired early,33.4826731750001,-112.444002161,2011-01-01,2016-01-01,"Developed, low intensity",22,2011
M-16,Retired early,33.4826731750001,-112.444002161,2016-01-01,2016-04-30,"Developed, low intensity",22,2016
M-9,Retired early,33.7231006287547,-112.440622368419,2000-10-24,2001-01-01,Shrub/scrub,52,2001
M-9,Retired early,33.7231006287547,-112.440622368419,2001-01-01,2001-07-23,Shrub/scrub,52,2001
N-12,Sampled to study end,33.62205905,-112.37598673,2000-10-25,2001-01-01,Cultivated crops,82,2001
N-12,Sampled to study end,33.62205905,-112.37598673,2001-01-01,2006-01-01,Cultivated crops,82,2001
N-12,Sampled to study end,33.62205905,-112.37598673,2006-01-01,2011-01-01,Shrub/scrub,52,2006
N-12,Sampled to study end,33.62205905,-112.37598673,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
N-12,Sampled to study end,33.62205905,-112.37598673,2016-01-01,2019-01-01,"Developed, medium intensity",23,2016
N-12,Sampled to study end,33.62205905,-112.37598673,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
N-12,Sampled to study end,33.62205905,-112.37598673,2021-01-01,2025-04-02,"Developed, medium intensity",23,2021
O-9,Sampled to study end,33.70631712,-112.35713683,2000-10-24,2001-01-01,Shrub/scrub,52,2001
O-9,Sampled to study end,33.70631712,-112.35713683,2001-01-01,2006-01-01,Shrub/scrub,52,2001
O-9,Sampled to study end,33.70631712,-112.35713683,2006-01-01,2011-01-01,Shrub/scrub,52,2006
O-9,Sampled to study end,33.70631712,-112.35713683,2011-01-01,2016-01-01,Shrub/scrub,52,2011
O-9,Sampled to study end,33.70631712,-112.35713683,2016-01-01,2019-01-01,Shrub/scrub,52,2016
O-9,Sampled to study end,33.70631712,-112.35713683,2019-01-01,2021-01-01,Shrub/scrub,52,2019
O-9,Sampled to study end,33.70631712,-112.35713683,2021-01-01,2025-04-02,Shrub/scrub,52,2021
P-16,Sampled to study end,33.48209987,-112.30388325,2000-10-17,2001-01-01,"Developed, low intensity",22,2001
P-16,Sampled to study end,33.48209987,-112.30388325,2001-01-01,2006-01-01,"Developed, low intensity",22,2001
P-16,Sampled to study end,33.48209987,-112.30388325,2006-01-01,2011-01-01,"Developed, low intensity",22,2006
P-16,Sampled to study end,33.48209987,-112.30388325,2011-01-01,2016-01-01,"Developed, low intensity",22,2011
P-16,Sampled to study end,33.48209987,-112.30388325,2016-01-01,2019-01-01,"Developed, low intensity",22,2016
P-16,Sampled to study end,33.48209987,-112.30388325,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
P-16,Sampled to study end,33.48209987,-112.30388325,2021-01-01,2025-04-07,"Developed, low intensity",22,2021
P-18,Retired early,33.4117783,-112.29121618,2000-10-17,2001-01-01,Cultivated crops,82,2001
P-18,Retired early,33.4117783,-112.29121618,2001-01-01,2006-01-01,Cultivated crops,82,2001
P-18,Retired early,33.4117783,-112.29121618,2006-01-01,2011-01-01,Cultivated crops,82,2006
P-18,Retired early,33.4117783,-112.29121618,2011-01-01,2016-01-01,Cultivated crops,82,2011
P-18,Retired early,33.4117783,-112.29121618,2016-01-01,2016-05-05,Cultivated crops,82,2016
Q-7,Retired early,33.78404344,-112.25000446,2000-10-26,2001-01-01,Shrub/scrub,52,2001
Q-7,Retired early,33.78404344,-112.25000446,2001-01-01,2006-01-01,Shrub/scrub,52,2001
Q-7,Retired early,33.78404344,-112.25000446,2006-01-01,2011-01-01,Shrub/scrub,52,2006
Q-7,Retired early,33.78404344,-112.25000446,2011-01-01,2016-01-01,Shrub/scrub,52,2011
Q-7,Retired early,33.78404344,-112.25000446,2016-01-01,2016-05-02,Shrub/scrub,52,2016
R-12,Retired early,33.60711789,-112.1936152,2000-10-05,2001-01-01,"Developed, open space",21,2001
R-12,Retired early,33.60711789,-112.1936152,2001-01-01,2006-01-01,"Developed, open space",21,2001
R-12,Retired early,33.60711789,-112.1936152,2006-01-01,2011-01-01,"Developed, open space",21,2006
R-12,Retired early,33.60711789,-112.1936152,2011-01-01,2016-01-01,"Developed, open space",21,2011
R-12,Retired early,33.60711789,-112.1936152,2016-01-01,2016-04-21,"Developed, open space",21,2016
S-16,Retired early,33.4667159,-112.14184589,2000-10-12,2001-01-01,"Developed, medium intensity",23,2001
S-16,Retired early,33.4667159,-112.14184589,2001-01-01,2006-01-01,"Developed, medium intensity",23,2001
S-16,Retired early,33.4667159,-112.14184589,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
S-16,Retired early,33.4667159,-112.14184589,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
S-16,Retired early,33.4667159,-112.14184589,2016-01-01,2016-05-05,"Developed, medium intensity",23,2016
T-11,Sampled to study end,33.64816,-112.13335,2000-08-23,2001-01-01,"Developed, medium intensity",23,2001
T-11,Sampled to study end,33.64816,-112.13335,2001-01-01,2006-01-01,"Developed, medium intensity",23,2001
T-11,Sampled to study end,33.64816,-112.13335,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
T-11,Sampled to study end,33.64816,-112.13335,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
T-11,Sampled to study end,33.64816,-112.13335,2016-01-01,2019-01-01,"Developed, medium intensity",23,2016
T-11,Sampled to study end,33.64816,-112.13335,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
T-11,Sampled to study end,33.64816,-112.13335,2021-01-01,2025-04-03,"Developed, medium intensity",23,2021
T-13,Sampled to study end,33.57299,-112.13908,2000-08-23,2001-01-01,"Developed, medium intensity",23,2001
T-13,Sampled to study end,33.57299,-112.13908,2001-01-01,2006-01-01,"Developed, medium intensity",23,2001
T-13,Sampled to study end,33.57299,-112.13908,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
T-13,Sampled to study end,33.57299,-112.13908,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
T-13,Sampled to study end,33.57299,-112.13908,2016-01-01,2019-01-01,"Developed, medium intensity",23,2016
T-13,Sampled to study end,33.57299,-112.13908,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
T-13,Sampled to study end,33.57299,-112.13908,2021-01-01,2025-04-02,"Developed, medium intensity",23,2021
T-19,Sampled to study end,33.37853123,-112.12080379,2000-10-17,2001-01-01,Shrub/scrub,52,2001
T-19,Sampled to study end,33.37853123,-112.12080379,2001-01-01,2006-01-01,Shrub/scrub,52,2001
T-19,Sampled to study end,33.37853123,-112.12080379,2006-01-01,2011-01-01,Shrub/scrub,52,2006
T-19,Sampled to study end,33.37853123,-112.12080379,2011-01-01,2016-01-01,Shrub/scrub,52,2011
T-19,Sampled to study end,33.37853123,-112.12080379,2016-01-01,2019-01-01,Shrub/scrub,52,2016
T-19,Sampled to study end,33.37853123,-112.12080379,2019-01-01,2021-01-01,Shrub/scrub,52,2019
T-19,Sampled to study end,33.37853123,-112.12080379,2021-01-01,2025-04-15,Shrub/scrub,52,2021
U-12,Sampled to study end,33.62722,-112.07862,2000-08-23,2001-01-01,"Developed, low intensity",22,2001
U-12,Sampled to study end,33.62722,-112.07862,2001-01-01,2006-01-01,"Developed, low intensity",22,2001
U-12,Sampled to study end,33.62722,-112.07862,2006-01-01,2011-01-01,"Developed, low intensity",22,2006
U-12,Sampled to study end,33.62722,-112.07862,2011-01-01,2016-01-01,"Developed, low intensity",22,2011
U-12,Sampled to study end,33.62722,-112.07862,2016-01-01,2019-01-01,"Developed, low intensity",22,2016
U-12,Sampled to study end,33.62722,-112.07862,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
U-12,Sampled to study end,33.62722,-112.07862,2021-01-01,2025-04-03,"Developed, low intensity",22,2021
U-13,Sampled to study end,33.59796,-112.08335,2000-06-06,2001-01-01,Shrub/scrub,52,2001
U-13,Sampled to study end,33.59796,-112.08335,2001-01-01,2006-01-01,Shrub/scrub,52,2001
U-13,Sampled to study end,33.59796,-112.08335,2006-01-01,2011-01-01,Shrub/scrub,52,2006
U-13,Sampled to study end,33.59796,-112.08335,2011-01-01,2016-01-01,Shrub/scrub,52,2011
U-13,Sampled to study end,33.59796,-112.08335,2016-01-01,2019-01-01,Shrub/scrub,52,2016
U-13,Sampled to study end,33.59796,-112.08335,2019-01-01,2021-01-01,Shrub/scrub,52,2019
U-13,Sampled to study end,33.59796,-112.08335,2021-01-01,2025-04-03,Shrub/scrub,52,2021
U-8,Sampled to study end,33.7711,-112.0919,2000-10-26,2001-01-01,Shrub/scrub,52,2001
U-8,Sampled to study end,33.7711,-112.0919,2001-01-01,2006-01-01,Shrub/scrub,52,2001
U-8,Sampled to study end,33.7711,-112.0919,2006-01-01,2011-01-01,Shrub/scrub,52,2006
U-8,Sampled to study end,33.7711,-112.0919,2011-01-01,2016-01-01,Shrub/scrub,52,2011
U-8,Sampled to study end,33.7711,-112.0919,2016-01-01,2019-01-01,Shrub/scrub,52,2016
U-8,Sampled to study end,33.7711,-112.0919,2019-01-01,2021-01-01,Shrub/scrub,52,2019
U-8,Sampled to study end,33.7711,-112.0919,2021-01-01,2025-04-03,Shrub/scrub,52,2021
V-13,Retired early,33.58346223,-112.02280878,2000-08-21,2001-01-01,"Developed, high intensity",24,2001
V-13,Retired early,33.58346223,-112.02280878,2001-01-01,2006-01-01,"Developed, high intensity",24,2001
V-13,Retired early,33.58346223,-112.02280878,2006-01-01,2011-01-01,"Developed, high intensity",24,2006
V-13,Retired early,33.58346223,-112.02280878,2011-01-01,2016-01-01,"Developed, high intensity",24,2011
V-13,Retired early,33.58346223,-112.02280878,2016-01-01,2016-04-19,"Developed, high intensity",24,2016
V-14,Sampled to study end,33.55222,-112.05477,2000-08-21,2001-01-01,"Developed, medium intensity",23,2001
V-14,Sampled to study end,33.55222,-112.05477,2001-01-01,2006-01-01,"Developed, medium intensity",23,2001
V-14,Sampled to study end,33.55222,-112.05477,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
V-14,Sampled to study end,33.55222,-112.05477,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
V-14,Sampled to study end,33.55222,-112.05477,2016-01-01,2019-01-01,"Developed, medium intensity",23,2016
V-14,Sampled to study end,33.55222,-112.05477,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
V-14,Sampled to study end,33.55222,-112.05477,2021-01-01,2025-04-04,"Developed, medium intensity",23,2021
V-16,Retired early,33.4711342620001,-112.046812844,2000-10-12,2001-01-01,"Developed, medium intensity",23,2001
V-16,Retired early,33.4711342620001,-112.046812844,2001-01-01,2006-01-01,"Developed, medium intensity",23,2001
V-16,Retired early,33.4711342620001,-112.046812844,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
V-16,Retired early,33.4711342620001,-112.046812844,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
V-16,Retired early,33.4711342620001,-112.046812844,2016-01-01,2016-05-02,"Developed, medium intensity",23,2016
V-18,Retired early,33.38786046,-112.02883017,2000-10-17,2001-01-01,"Developed, open space",21,2001
V-18,Retired early,33.38786046,-112.02883017,2001-01-01,2006-01-01,"Developed, open space",21,2001
V-18,Retired early,33.38786046,-112.02883017,2006-01-01,2011-01-01,"Developed, open space",21,2006
V-18,Retired early,33.38786046,-112.02883017,2011-01-01,2014-03-28,"Developed, open space",21,2011
V-20,Sampled to study end,33.32819623,-112.03228427,2000-10-26,2001-01-01,Shrub/scrub,52,2001
V-20,Sampled to study end,33.32819623,-112.03228427,2001-01-01,2006-01-01,Shrub/scrub,52,2001
V-20,Sampled to study end,33.32819623,-112.03228427,2006-01-01,2011-01-01,Shrub/scrub,52,2006
V-20,Sampled to study end,33.32819623,-112.03228427,2011-01-01,2016-01-01,Shrub/scrub,52,2011
V-20,Sampled to study end,33.32819623,-112.03228427,2016-01-01,2019-01-01,Shrub/scrub,52,2016
V-20,Sampled to study end,33.32819623,-112.03228427,2019-01-01,2021-01-01,Shrub/scrub,52,2019
V-20,Sampled to study end,33.32819623,-112.03228427,2021-01-01,2025-04-29,Shrub/scrub,52,2021
W-15,Sampled to study end,33.52388542,-111.99231927,2000-08-21,2001-01-01,"Developed, low intensity",22,2001
W-15,Sampled to study end,33.52388542,-111.99231927,2001-01-01,2006-01-01,"Developed, low intensity",22,2001
W-15,Sampled to study end,33.52388542,-111.99231927,2006-01-01,2011-01-01,"Developed, low intensity",22,2006
W-15,Sampled to study end,33.52388542,-111.99231927,2011-01-01,2016-01-01,"Developed, low intensity",22,2011
W-15,Sampled to study end,33.52388542,-111.99231927,2016-01-01,2019-01-01,"Developed, low intensity",22,2016
W-15,Sampled to study end,33.52388542,-111.99231927,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
W-15,Sampled to study end,33.52388542,-111.99231927,2021-01-01,2025-04-24,"Developed, low intensity",22,2021
W-17,Retired early,33.44471,-111.999657,2000-08-09,2001-01-01,"Developed, medium intensity",23,2001
W-17,Retired early,33.44471,-111.999657,2001-01-01,2006-01-01,"Developed, medium intensity",23,2001
W-17,Retired early,33.44471,-111.999657,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
W-17,Retired early,33.44471,-111.999657,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
W-17,Retired early,33.44471,-111.999657,2016-01-01,2016-05-11,"Developed, medium intensity",23,2016
W-6,Retired early,33.82083085,-112.01090472,2000-08-04,2001-01-01,Shrub/scrub,52,2001
W-6,Retired early,33.82083085,-112.01090472,2001-01-01,2006-01-01,Shrub/scrub,52,2001
W-6,Retired early,33.82083085,-112.01090472,2006-01-01,2011-01-01,Shrub/scrub,52,2006
W-6,Retired early,33.82083085,-112.01090472,2011-01-01,2016-01-01,Shrub/scrub,52,2011
W-6,Retired early,33.82083085,-112.01090472,2016-01-01,2016-05-04,Shrub/scrub,52,2016
X-18,Retired early,33.41962662,-111.92893323,2000-10-12,2001-01-01,"Developed, medium intensity",23,2001
X-18,Retired early,33.41962662,-111.92893323,2001-01-01,2006-01-01,"Developed, medium intensity",23,2001
X-18,Retired early,33.41962662,-111.92893323,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
X-18,Retired early,33.41962662,-111.92893323,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
X-18,Retired early,33.41962662,-111.92893323,2016-01-01,2016-04-19,"Developed, medium intensity",23,2016
X-8,Sampled to study end,33.7766713,-111.95039023,2000-08-04,2001-01-01,Shrub/scrub,52,2001
X-8,Sampled to study end,33.7766713,-111.95039023,2001-01-01,2006-01-01,Shrub/scrub,52,2001
X-8,Sampled to study end,33.7766713,-111.95039023,2006-01-01,2011-01-01,Shrub/scrub,52,2006
X-8,Sampled to study end,33.7766713,-111.95039023,2011-01-01,2016-01-01,Shrub/scrub,52,2011
X-8,Sampled to study end,33.7766713,-111.95039023,2016-01-01,2019-01-01,"Developed, medium intensity",23,2016
X-8,Sampled to study end,33.7766713,-111.95039023,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
X-8,Sampled to study end,33.7766713,-111.95039023,2021-01-01,2025-04-23,"Developed, medium intensity",23,2021
Y-19,Sampled to study end,33.37724,-111.91532,2000-08-18,2001-01-01,"Developed, medium intensity",23,2001
Y-19,Sampled to study end,33.37724,-111.91532,2001-01-01,2006-01-01,"Developed, medium intensity",23,2001
Y-19,Sampled to study end,33.37724,-111.91532,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
Y-19,Sampled to study end,33.37724,-111.91532,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
Y-19,Sampled to study end,33.37724,-111.91532,2016-01-01,2019-01-01,"Developed, medium intensity",23,2016
Y-19,Sampled to study end,33.37724,-111.91532,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
Y-19,Sampled to study end,33.37724,-111.91532,2021-01-01,2025-05-02,"Developed, medium intensity",23,2021
Z-23,Sampled to study end,33.21929,-111.87161,2000-08-25,2001-01-01,"Developed, medium intensity",23,2001
Z-23,Sampled to study end,33.21929,-111.87161,2001-01-01,2006-01-01,"Developed, medium intensity",23,2001
Z-23,Sampled to study end,33.21929,-111.87161,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
Z-23,Sampled to study end,33.21929,-111.87161,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
Z-23,Sampled to study end,33.21929,-111.87161,2016-01-01,2019-01-01,"Developed, medium intensity",23,2016
Z-23,Sampled to study end,33.21929,-111.87161,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
Z-23,Sampled to study end,33.21929,-111.87161,2021-01-01,2025-05-02,"Developed, medium intensity",23,2021
NDV-C,Retired early,33.31217213,-111.67760412,2004-01-07,2006-01-01,"Developed, open space",21,2001
NDV-C,Retired early,33.31217213,-111.67760412,2006-01-01,2011-01-01,"Developed, open space",21,2006
NDV-C,Retired early,33.31217213,-111.67760412,2011-01-01,2016-01-01,"Developed, open space",21,2011
NDV-C,Retired early,33.31217213,-111.67760412,2016-01-01,2016-05-05,"Developed, open space",21,2016
NDV-M,Retired early,33.3107187,-111.68083778,2003-10-12,2006-01-01,"Developed, low intensity",22,2001
NDV-M,Retired early,33.3107187,-111.68083778,2006-01-01,2011-01-01,"Developed, low intensity",22,2006
NDV-M,Retired early,33.3107187,-111.68083778,2011-01-01,2016-01-01,"Developed, low intensity",22,2011
NDV-M,Retired early,33.3107187,-111.68083778,2016-01-01,2016-05-05,"Developed, low intensity",22,2016
NDV-N,Retired early,33.31423902,-111.6808283,2003-10-12,2006-01-01,"Developed, open space",21,2001
NDV-N,Retired early,33.31423902,-111.6808283,2006-01-01,2011-01-01,"Developed, open space",21,2006
NDV-N,Retired early,33.31423902,-111.6808283,2011-01-01,2016-01-01,"Developed, open space",21,2011
NDV-N,Retired early,33.31423902,-111.6808283,2016-01-01,2016-05-05,"Developed, open space",21,2016
NDV-O,Retired early,33.31160861,-111.67849193,2003-10-12,2006-01-01,"Developed, open space",21,2001
NDV-O,Retired early,33.31160861,-111.67849193,2006-01-01,2011-01-01,"Developed, open space",21,2006
NDV-O,Retired early,33.31160861,-111.67849193,2011-01-01,2016-01-01,"Developed, open space",21,2011
NDV-O,Retired early,33.31160861,-111.67849193,2016-01-01,2016-05-05,"Developed, open space",21,2016
NDV-X,Retired early,33.31232878,-111.6809102,2003-10-12,2006-01-01,"Developed, open space",21,2001
NDV-X,Retired early,33.31232878,-111.6809102,2006-01-01,2011-01-01,"Developed, open space",21,2006
NDV-X,Retired early,33.31232878,-111.6809102,2011-01-01,2016-01-01,"Developed, open space",21,2011
NDV-X,Retired early,33.31232878,-111.6809102,2016-01-01,2016-05-05,"Developed, open space",21,2016
7-11A,Sampled to study end,33.43214,-112.08593,2016-12-29,2019-01-01,"Developed, medium intensity",23,2016
7-11A,Sampled to study end,33.43214,-112.08593,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
7-11A,Sampled to study end,33.43214,-112.08593,2021-01-01,2025-04-02,"Developed, medium intensity",23,2021
