site_code,status,lat,long,segment_start,segment_end,land_use_class,nlcd_code,nlcd_snapshot_year
AD-10,Sampled to study end,33.676813524051646,-111.71147225104603,2019-01-01,2021-01-01,Shrub/scrub,52,2019
AD-10,Sampled to study end,33.676813524051646,-111.71147225104603,2021-01-01,2025-01-17,Shrub/scrub,52,2021
ADODAM,Retired early,33.69074536746741,-112.13945924150055,1998-05-04,2001-01-01,Shrub/scrub,52,2001
ADODAM,Retired early,33.69074536746741,-112.13945924150055,2001-01-01,2006-01-01,Shrub/scrub,52,2001
ADODAM,Retired early,33.69074536746741,-112.13945924150055,2006-01-01,2011-01-01,Shrub/scrub,52,2006
ADODAM,Retired early,33.69074536746741,-112.13945924150055,2011-01-01,2016-01-01,Shrub/scrub,52,2011
ADODAM,Retired early,33.69074536746741,-112.13945924150055,2016-01-01,2016-11-03,Shrub/scrub,52,2016
AF-12,Sampled to study end,33.610112538175784,-111.62225671919431,2002-06-18,2006-01-01,Shrub/scrub,52,2001
AF-12,Sampled to study end,33.610112538175784,-111.62225671919431,2006-01-01,2011-01-01,Shrub/scrub,52,2006
AF-12,Sampled to study end,33.610112538175784,-111.62225671919431,2011-01-01,2016-01-01,Shrub/scrub,52,2011
AF-12,Sampled to study end,33.610112538175784,-111.62225671919431,2016-01-01,2019-01-01,Shrub/scrub,52,2016
AF-12,Sampled to study end,33.610112538175784,-111.62225671919431,2019-01-01,2021-01-01,Shrub/scrub,52,2019
AF-12,Sampled to study end,33.610112538175784,-111.62225671919431,2021-01-01,2025-01-17,Shrub/scrub,52,2021
ALF202,Retired early,33.4346567814031,-111.86787408242553,1998-06-18,2001-01-01,Cultivated crops,82,2001
ALF202,Retired early,33.4346567814031,-111.86787408242553,2001-01-01,2001-09-03,Cultivated crops,82,2001
ALF91,Retired early,33.5511732142595,-112.25404630385287,1999-06-18,2001-01-01,Cultivated crops,82,2001
ALF91,Retired early,33.5511732142595,-112.25404630385287,2001-01-01,2001-11-26,Cultivated crops,82,2001
ALFCHA,Retired early,33.302830963898685,-111.96187093140294,1998-06-11,2001-01-01,Shrub/scrub,52,2001
ALFCHA,Retired early,33.302830963898685,-111.96187093140294,2001-01-01,2001-08-27,Shrub/scrub,52,2001
ALFPOW,Retired early,33.35010869998907,-111.70016478587338,1998-06-03,2001-01-01,Cultivated crops,82,2001
ALFPOW,Retired early,33.35010869998907,-111.70016478587338,2001-01-01,2006-01-01,Cultivated crops,82,2001
ALFPOW,Retired early,33.35010869998907,-111.70016478587338,2006-01-01,2011-01-01,Cultivated crops,82,2006
ALFPOW,Retired early,33.35010869998907,-111.70016478587338,2011-01-01,2015-02-06,Cultivated crops,82,2011
BD,Retired early,33.39627137050923,-111.92867113223045,1999-06-04,2001-01-01,"Developed, medium intensity",23,2001
BD,Retired early,33.39627137050923,-111.92867113223045,2001-01-01,2001-11-05,"Developed, medium intensity",23,2001
BM,Retired early,33.411133834096695,-111.94611195043161,1999-06-10,2001-01-01,"Developed, medium intensity",23,2001
BM,Retired early,33.411133834096695,-111.94611195043161,2001-01-01,2001-08-27,"Developed, medium intensity",23,2001
Bell,Sampled to study end,33.64092797,-111.85715019,2012-02-23,2016-01-01,Shrub/scrub,52,2011
Bell,Sampled to study end,33.64092797,-111.85715019,2016-01-01,2019-01-01,Shrub/scrub,52,2016
Bell,Sampled to study end,33.64092797,-111.85715019,2019-01-01,2021-01-01,Shrub/scrub,52,2019
Bell,Sampled to study end,33.64092797,-111.85715019,2021-01-01,2025-01-19,Shrub/scrub,52,2021
CINWES,Retired early,33.3652921916318,-111.68872049164868,1998-06-03,2001-01-01,Shrub/scrub,52,2001
CINWES,Retired early,33.3652921916318,-111.68872049164868,2001-01-01,2002-04-14,Shrub/scrub,52,2001
CONSTO,Retired early,33.32785622867583,-111.95926748939266,1998-06-25,2001-01-01,"Developed, medium intensity",23,2001
CONSTO,Retired early,33.32785622867583,-111.95926748939266,2001-01-01,2001-02-12,"Developed, medium intensity",23,2001
COTPEO,Retired early,33.61099434005655,-112.23803907176229,1998-06-25,1999-05-21,Cultivated crops,82,2001
DBG,Sampled to study end,33.463731303656914,-111.94230423562338,1998-04-23,2001-01-01,Shrub/scrub,52,2001
DBG,Sampled to study end,33.463731303656914,-111.94230423562338,2001-01-01,2006-01-01,Shrub/scrub,52,2001
DBG,Sampled to study end,33.463731303656914,-111.94230423562338,2006-01-01,2011-01-01,Shrub/scrub,52,2006
DBG,Sampled to study end,33.463731303656914,-111.94230423562338,2011-01-01,2016-01-01,Shrub/scrub,52,2011
DBG,Sampled to study end,33.463731303656914,-111.94230423562338,2016-01-01,2019-01-01,Shrub/scrub,52,2016
DBG,Sampled to study end,33.463731303656914,-111.94230423562338,2019-01-01,2021-01-01,Shrub/scrub,52,2019
DBG,Sampled to study end,33.463731303656914,-111.94230423562338,2021-01-01,2025-01-17,Shrub/scrub,52,2021
DREAMY,Sampled to study end,33.56391232677143,-112.02739538024463,1999-06-25,2001-01-01,Shrub/scrub,52,2001
DREAMY,Sampled to study end,33.56391232677143,-112.02739538024463,2001-01-01,2006-01-01,Shrub/scrub,52,2001
DREAMY,Sampled to study end,33.56391232677143,-112.02739538024463,2006-01-01,2011-01-01,Shrub/scrub,52,2006
DREAMY,Sampled to study end,33.56391232677143,-112.02739538024463,2011-01-01,2016-01-01,Shrub/scrub,52,2011
DREAMY,Sampled to study end,33.56391232677143,-112.02739538024463,2016-01-01,2019-01-01,Shrub/scrub,52,2016
DREAMY,Sampled to study end,33.56391232677143,-112.02739538024463,2019-01-01,2021-01-01,Shrub/scrub,52,2019
DREAMY,Sampled to study end,33.56391232677143,-112.02739538024463,2021-01-01,2025-01-16,Shrub/scrub,52,2021
DUNCAN,Retired early,33.49300461705092,-112.4287083826208,2005-01-24,2005-08-27,Shrub/scrub,52,2001
Dixileta,Sampled to study end,33.75610739,-111.844353495,2012-02-23,2016-01-01,Shrub/scrub,52,2011
Dixileta,Sampled to study end,33.75610739,-111.844353495,2016-01-01,2019-01-01,Shrub/scrub,52,2016
Dixileta,Sampled to study end,33.75610739,-111.844353495,2019-01-01,2021-01-01,Shrub/scrub,52,2019
Dixileta,Sampled to study end,33.75610739,-111.844353495,2021-01-01,2025-01-24,Shrub/scrub,52,2021
ESTREL,Retired early,33.36938349740079,-112.36906547984236,1999-06-18,2001-01-01,Shrub/scrub,52,2001
ESTREL,Retired early,33.36938349740079,-112.36906547984236,2001-01-01,2002-04-22,Shrub/scrub,52,2001
Gateway,Sampled to study end,33.644507375,-111.84884062,2012-02-23,2016-01-01,Shrub/scrub,52,2011
Gateway,Sampled to study end,33.644507375,-111.84884062,2016-01-01,2019-01-01,Shrub/scrub,52,2016
Gateway,Sampled to study end,33.644507375,-111.84884062,2019-01-01,2021-01-01,Shrub/scrub,52,2019
Gateway,Sampled to study end,33.644507375,-111.84884062,2021-01-01,2025-01-19,Shrub/scrub,52,2021
HONEY,Retired early,33.65874402762514,-112.11165819242754,1998-06-25,2001-01-01,"Developed, high intensity",24,2001
HONEY,Retired early,33.65874402762514,-112.11165819242754,2001-01-01,2002-04-22,"Developed, high intensity",24,2001
I-17,Sampled to study end,33.440738172386546,-112.57711697451671,2002-04-29,2006-01-01,Shrub/scrub,52,2001
I-17,Sampled to study end,33.440738172386546,-112.57711697451671,2006-01-01,2011-01-01,Shrub/scrub,52,2006
I-17,Sampled to study end,33.440738172386546,-112.57711697451671,2011-01-01,2016-01-01,Shrub/scrub,52,2011
I-17,Sampled to study end,33.440738172386546,-112.57711697451671,2016-01-01,2019-01-01,Shrub/scrub,52,2016
I-17,Sampled to study end,33.440738172386546,-112.57711697451671,2019-01-01,2021-01-01,Shrub/scrub,52,2019
I-17,Sampled to study end,33.440738172386546,-112.57711697451671,2021-01-01,2025-01-24,Shrub/scrub,52,2021
INSIGH,Retired early,33.35684311930356,-111.96794312190566,1998-06-03,2001-01-01,Shrub/scrub,52,2001
INSIGH,Retired early,33.35684311930356,-111.96794312190566,2001-01-01,2002-04-01,Shrub/scrub,52,2001
JOHNIC,Retired early,33.61487321363803,-112.12160550686835,1998-06-25,2001-01-01,"Developed, low intensity",22,2001
JOHNIC,Retired early,33.61487321363803,-112.12160550686835,2001-01-01,2002-04-22,"Developed, low intensity",22,2001
L-7,Retired early,33.781062691807236,-112.45213224577401,2002-04-29,2006-01-01,Shrub/scrub,52,2001
L-7,Retired early,33.781062691807236,-112.45213224577401,2006-01-01,2011-01-01,Shrub/scrub,52,2006
L-7,Retired early,33.781062691807236,-112.45213224577401,2011-01-01,2016-01-01,Shrub/scrub,52,2011
L-7,Retired early,33.781062691807236,-112.45213224577401,2016-01-01,2016-10-27,Shrub/scrub,52,2016
LoneMtn,Sampled to study end,33.76264058,-111.842862815,2012-02-23,2016-01-01,Shrub/scrub,52,2011
LoneMtn,Sampled to study end,33.76264058,-111.842862815,2016-01-01,2019-01-01,Shrub/scrub,52,2016
LoneMtn,Sampled to study end,33.76264058,-111.842862815,2019-01-01,2021-01-01,Shrub/scrub,52,2019
LoneMtn,Sampled to study end,33.76264058,-111.842862815,2021-01-01,2025-01-24,Shrub/scrub,52,2021
M-16,Retired early,33.486711455187,-112.44389735624765,2004-04-24,2006-01-01,Cultivated crops,82,2001
M-16,Retired early,33.486711455187,-112.44389735624765,2006-01-01,2011-01-01,Cultivated crops,82,2006
M-16,Retired early,33.486711455187,-112.44389735624765,2011-01-01,2016-01-01,Cultivated crops,82,2011
M-16,Retired early,33.486711455187,-112.44389735624765,2016-01-01,2016-11-03,Cultivated crops,82,2016
MCDOW,Retired early,33.70842422290718,-111.70029342212901,1999-06-17,2001-01-01,Shrub/scrub,52,2001
MCDOW,Retired early,33.70842422290718,-111.70029342212901,2001-01-01,2002-04-15,Shrub/scrub,52,2001
MORR-2,Retired early,33.334970388934586,-111.72382290169529,2002-06-25,2004-07-22,Cultivated crops,82,2001
MVLH2,Retired early,33.41131200299256,-111.68803865806892,1999-06-17,2001-01-01,"Developed, high intensity",24,2001
MVLH2,Retired early,33.41131200299256,-111.68803865806892,2001-01-01,2002-04-14,"Developed, high intensity",24,2001
MW,Retired early,33.43714156348268,-111.72315908076835,1999-06-16,2001-01-01,"Developed, low intensity",22,2001
MW,Retired early,33.43714156348268,-111.72315908076835,2001-01-01,2001-08-07,"Developed, low intensity",22,2001
Mine,Retired early,33.652722605,-111.788845595,2012-03-02,2014-12-08,Shrub/scrub,52,2011
NDV-C,Retired early,33.312194817357906,-111.6776323889464,2004-02-08,2006-01-01,"Developed, open space",21,2001
NDV-C,Retired early,33.312194817357906,-111.6776323889464,2006-01-01,2011-01-01,"Developed, open space",21,2006
NDV-C,Retired early,33.312194817357906,-111.6776323889464,2011-01-01,2016-01-01,"Developed, open space",21,2011
NDV-C,Retired early,33.312194817357906,-111.6776323889464,2016-01-01,2016-11-04,"Developed, open space",21,2016
NDV-M,Retired early,33.31074642190865,-111.68082793969134,2004-01-05,2006-01-01,"Developed, low intensity",22,2001
NDV-M,Retired early,33.31074642190865,-111.68082793969134,2006-01-01,2011-01-01,"Developed, low intensity",22,2006
NDV-M,Retired early,33.31074642190865,-111.68082793969134,2011-01-01,2016-01-01,"Developed, low intensity",22,2011
NDV-M,Retired early,33.31074642190865,-111.68082793969134,2016-01-01,2016-11-04,"Developed, low intensity",22,2016
NDV-N,Retired early,33.31418220445788,-111.68082087415809,2004-01-05,2006-01-01,"Developed, open space",21,2001
NDV-N,Retired early,33.31418220445788,-111.68082087415809,2006-01-01,2011-01-01,"Developed, open space",21,2006
NDV-N,Retired early,33.31418220445788,-111.68082087415809,2011-01-01,2016-01-01,"Developed, open space",21,2011
NDV-N,Retired early,33.31418220445788,-111.68082087415809,2016-01-01,2016-11-04,"Developed, open space",21,2016
NDV-O,Retired early,33.311589221059876,-111.67850361531791,2004-01-05,2006-01-01,"Developed, open space",21,2001
NDV-O,Retired early,33.311589221059876,-111.67850361531791,2006-01-01,2011-01-01,"Developed, open space",21,2006
NDV-O,Retired early,33.311589221059876,-111.67850361531791,2011-01-01,2016-01-01,"Developed, open space",21,2011
NDV-O,Retired early,33.311589221059876,-111.67850361531791,2016-01-01,2016-11-04,"Developed, open space",21,2016
NDV-X,Retired early,33.31230403900413,-111.68091258701499,2004-01-05,2006-01-01,"Developed, open space",21,2001
NDV-X,Retired early,33.31230403900413,-111.68091258701499,2006-01-01,2011-01-01,"Developed, open space",21,2006
NDV-X,Retired early,33.31230403900413,-111.68091258701499,2011-01-01,2016-01-01,"Developed, open space",21,2011
NDV-X,Retired early,33.31230403900413,-111.68091258701499,2016-01-01,2016-11-04,"Developed, open space",21,2016
NL,Retired early,33.408583255108645,-111.93305851388364,1999-06-10,2001-01-01,"Developed, low intensity",22,2001
NL,Retired early,33.408583255108645,-111.93305851388364,2001-01-01,2002-04-01,"Developed, low intensity",22,2001
NM,Retired early,33.5988256855631,-112.07033089888972,1999-06-25,2001-01-01,Shrub/scrub,52,2001
NM,Retired early,33.5988256855631,-112.07033089888972,2001-01-01,2002-04-15,Shrub/scrub,52,2001
O-9,Sampled to study end,33.70610866490545,-112.3569756908514,2002-05-08,2006-01-01,Shrub/scrub,52,2001
O-9,Sampled to study end,33.70610866490545,-112.3569756908514,2006-01-01,2011-01-01,Shrub/scrub,52,2006
O-9,Sampled to study end,33.70610866490545,-112.3569756908514,2011-01-01,2016-01-01,Shrub/scrub,52,2011
O-9,Sampled to study end,33.70610866490545,-112.3569756908514,2016-01-01,2019-01-01,Shrub/scrub,52,2016
O-9,Sampled to study end,33.70610866490545,-112.3569756908514,2019-01-01,2021-01-01,Shrub/scrub,52,2019
O-9,Sampled to study end,33.70610866490545,-112.3569756908514,2021-01-01,2025-01-24,Shrub/scrub,52,2021
OCOTIL,Retired early,33.42623006902914,-111.91513199185947,1998-06-18,2001-01-01,Shrub/scrub,52,2001
OCOTIL,Retired early,33.42623006902914,-111.91513199185947,2001-01-01,2002-04-15,Shrub/scrub,52,2001
P-18,Retired early,33.41159838599925,-112.28980806525989,2002-10-07,2006-01-01,Cultivated crops,82,2001
P-18,Retired early,33.41159838599925,-112.28980806525989,2006-01-01,2011-01-01,Cultivated crops,82,2006
P-18,Retired early,33.41159838599925,-112.28980806525989,2011-01-01,2016-01-01,Cultivated crops,82,2011
P-18,Retired early,33.41159838599925,-112.28980806525989,2016-01-01,2016-11-03,Cultivated crops,82,2016
Paraiso,Sampled to study end,33.693904995,-111.81341669,2012-02-23,2016-01-01,Shrub/scrub,52,2011
Paraiso,Sampled to study end,33.693904995,-111.81341669,2016-01-01,2019-01-01,Shrub/scrub,52,2016
Paraiso,Sampled to study end,33.693904995,-111.81341669,2019-01-01,2021-01-01,Shrub/scrub,52,2019
Paraiso,Sampled to study end,33.693904995,-111.81341669,2021-01-01,2025-01-20,Shrub/scrub,52,2021
Prospector,Retired early,33.65168216,-111.797182615,2012-03-02,2014-12-08,Shrub/scrub,52,2011
Q-16,Retired early,33.47873303366547,-112.26496173355505,2004-10-25,2006-01-01,Cultivated crops,82,2001
Q-16,Retired early,33.47873303366547,-112.26496173355505,2006-01-01,2011-01-01,Cultivated crops,82,2006
Q-16,Retired early,33.47873303366547,-112.26496173355505,2011-01-01,2016-01-01,Cultivated crops,82,2011
Q-16,Retired early,33.47873303366547,-112.26496173355505,2016-01-01,2016-11-03,Cultivated crops,82,2016
Q-7,Retired early,33.7842478475622,-112.25004240126111,2002-06-02,2006-01-01,Shrub/scrub,52,2001
Q-7,Retired early,33.7842478475622,-112.25004240126111,2006-01-01,2011-01-01,Shrub/scrub,52,2006
Q-7,Retired early,33.7842478475622,-112.25004240126111,2011-01-01,2016-01-01,Shrub/scrub,52,2011
Q-7,Retired early,33.7842478475622,-112.25004240126111,2016-01-01,2016-10-27,Shrub/scrub,52,2016
ROBWEL,Retired early,33.408617986682195,-111.94468846017398,1998-06-11,2001-01-01,"Developed, medium intensity",23,2001
ROBWEL,Retired early,33.408617986682195,-111.94468846017398,2001-01-01,2001-11-26,"Developed, medium intensity",23,2001
ROTHE,Retired early,33.65555395848984,-112.2078658508663,1999-06-18,2001-01-01,"Developed, low intensity",22,2001
ROTHE,Retired early,33.65555395848984,-112.2078658508663,2001-01-01,2002-04-22,"Developed, low intensity",22,2001
Rincon,Sampled to study end,33.597271495,-111.810251345,2012-03-02,2016-01-01,Shrub/scrub,52,2011
Rincon,Sampled to study end,33.597271495,-111.810251345,2016-01-01,2019-01-01,Shrub/scrub,52,2016
Rincon,Sampled to study end,33.597271495,-111.810251345,2019-01-01,2021-01-01,Shrub/scrub,52,2019
Rincon,Sampled to study end,33.597271495,-111.810251345,2021-01-01,2025-01-25,Shrub/scrub,52,2021
S-17,Retired early,33.421968843808095,-112.18205196458057,2004-10-25,2006-01-01,Shrub/scrub,52,2001
S-17,Retired early,33.421968843808095,-112.18205196458057,2006-01-01,2011-01-01,Shrub/scrub,52,2006
S-17,Retired early,33.421968843808095,-112.18205196458057,2011-01-01,2013-11-11,"Developed, low intensity",22,2011
SM2,Retired early,33.33434460417357,-112.0150248104731,1999-02-15,2001-01-01,Shrub/scrub,52,2001
SM2,Retired early,33.33434460417357,-112.0150248104731,2001-01-01,2002-04-01,Shrub/scrub,52,2001
STHMTN,Retired early,33.35933835214526,-112.00424990038866,1998-05-04,2001-01-01,Shrub/scrub,52,2001
STHMTN,Retired early,33.35933835214526,-112.00424990038866,2001-01-01,2002-02-13,Shrub/scrub,52,2001
Sunrise,Sampled to study end,33.60752663,-111.804051625,2012-03-02,2016-01-01,Shrub/scrub,52,2011
Sunrise,Sampled to study end,33.60752663,-111.804051625,2016-01-01,2019-01-01,Shrub/scrub,52,2016
Sunrise,Sampled to study end,33.60752663,-111.804051625,2019-01-01,2021-01-01,Shrub/scrub,52,2019
Sunrise,Sampled to study end,33.60752663,-111.804051625,2021-01-01,2025-01-25,Shrub/scrub,52,2021
T-11,Sampled to study end,33.64814235839842,-112.13338251759488,2002-07-15,2006-01-01,"Developed, medium intensity",23,2001
T-11,Sampled to study end,33.64814235839842,-112.13338251759488,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
T-11,Sampled to study end,33.64814235839842,-112.13338251759488,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
T-11,Sampled to study end,33.64814235839842,-112.13338251759488,2016-01-01,2019-01-01,"Developed, medium intensity",23,2016
T-11,Sampled to study end,33.64814235839842,-112.13338251759488,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
T-11,Sampled to study end,33.64814235839842,-112.13338251759488,2021-01-01,2025-01-24,"Developed, medium intensity",23,2021
TomThumb,Sampled to study end,33.691912325,-111.80063395,2012-02-23,2016-01-01,Shrub/scrub,52,2011
TomThumb,Sampled to study end,33.691912325,-111.80063395,2016-01-01,2019-01-01,Shrub/scrub,52,2016
TomThumb,Sampled to study end,33.691912325,-111.80063395,2019-01-01,2021-01-01,Shrub/scrub,52,2019
TomThumb,Sampled to study end,33.691912325,-111.80063395,2021-01-01,2025-01-20,Shrub/scrub,52,2021
U-12,Sampled to study end,33.627243511695134,-112.0782999530898,2002-06-02,2006-01-01,"Developed, medium intensity",23,2001
U-12,Sampled to study end,33.627243511695134,-112.0782999530898,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
U-12,Sampled to study end,33.627243511695134,-112.0782999530898,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
U-12,Sampled to study end,33.627243511695134,-112.0782999530898,2016-01-01,2019-01-01,"Developed, medium intensity",23,2016
U-12,Sampled to study end,33.627243511695134,-112.0782999530898,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
U-12,Sampled to study end,33.627243511695134,-112.0782999530898,2021-01-01,2025-01-16,"Developed, medium intensity",23,2021
USERY,Retired early,33.471294169508155,-111.61477968952806,1998-04-23,2001-01-01,Shrub/scrub,52,2001
USERY,Retired early,33.471294169508155,-111.61477968952806,2001-01-01,2002-04-14,Shrub/scrub,52,2001
V-14,Sampled to study end,33.55220865423413,-112.0545757639191,2002-06-03,2006-01-01,"Developed, medium intensity",23,2001
V-14,Sampled to study end,33.55220865423413,-112.0545757639191,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
V-14,Sampled to study end,33.55220865423413,-112.0545757639191,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
V-14,Sampled to study end,33.55220865423413,-112.0545757639191,2016-01-01,2019-01-01,"Developed, medium intensity",23,2016
V-14,Sampled to study end,33.55220865423413,-112.0545757639191,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
V-14,Sampled to study end,33.55220865423413,-112.0545757639191,2021-01-01,2025-01-16,"Developed, medium intensity",23,2021
V-16,Retired early,33.47045902988594,-112.04688248888463,2002-06-03,2006-01-01,"Developed, high intensity",24,2001
V-16,Retired early,33.47045902988594,-112.04688248888463,2006-01-01,2011-01-01,"Developed, high intensity",24,2006
V-16,Retired early,33.47045902988594,-112.04688248888463,2011-01-01,2016-01-01,"Developed, high intensity",24,2011
V-16,Retired early,33.47045902988594,-112.04688248888463,2016-01-01,2016-11-03,"Developed, high intensity",24,2016
VALLUT,Retired early,33.41097821616071,-111.6874896214887,1998-06-03,1999-04-09,"Developed, high intensity",24,2001
W-15,Sampled to study end,33.523852479039945,-111.99247818164693,2002-06-03,2006-01-01,"Developed, low intensity",22,2001
W-15,Sampled to study end,33.523852479039945,-111.99247818164693,2006-01-01,2011-01-01,"Developed, low intensity",22,2006
W-15,Sampled to study end,33.523852479039945,-111.99247818164693,2011-01-01,2016-01-01,"Developed, low intensity",22,2011
W-15,Sampled to study end,33.523852479039945,-111.99247818164693,2016-01-01,2019-01-01,"Developed, low intensity",22,2016
W-15,Sampled to study end,33.523852479039945,-111.99247818164693,2019-01-01,2021-01-01,"Developed, low intensity",22,2019
W-15,Sampled to study end,33.523852479039945,-111.99247818164693,2021-01-01,2025-01-16,"Developed, low intensity",22,2021
W-17,Retired early,33.444463021481454,-112.00034576954151,2002-06-03,2006-01-01,"Developed, medium intensity",23,2001
W-17,Retired early,33.444463021481454,-112.00034576954151,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
W-17,Retired early,33.444463021481454,-112.00034576954151,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
W-17,Retired early,33.444463021481454,-112.00034576954151,2016-01-01,2016-10-28,"Developed, medium intensity",23,2016
W-6,Retired early,33.82042101712303,-112.01058103416094,2002-06-02,2006-01-01,Shrub/scrub,52,2001
W-6,Retired early,33.82042101712303,-112.01058103416094,2006-01-01,2011-01-01,Shrub/scrub,52,2006
W-6,Retired early,33.82042101712303,-112.01058103416094,2011-01-01,2016-01-01,Shrub/scrub,52,2011
W-6,Retired early,33.82042101712303,-112.01058103416094,2016-01-01,2016-10-27,Shrub/scrub,52,2016
Y-19,Sampled to study end,33.377290795776936,-111.91513339255083,2002-06-10,2006-01-01,"Developed, medium intensity",23,2001
Y-19,Sampled to study end,33.377290795776936,-111.91513339255083,2006-01-01,2011-01-01,"Developed, medium intensity",23,2006
Y-19,Sampled to study end,33.377290795776936,-111.91513339255083,2011-01-01,2016-01-01,"Developed, medium intensity",23,2011
Y-19,Sampled to study end,33.377290795776936,-111.91513339255083,2016-01-01,2019-01-01,"Developed, medium intensity",23,2016
Y-19,Sampled to study end,33.377290795776936,-111.91513339255083,2019-01-01,2021-01-01,"Developed, medium intensity",23,2019
Y-19,Sampled to study end,33.377290795776936,-111.91513339255083,2021-01-01,2025-01-31,"Developed, medium intensity",23,2021
